275;Thailand;1035526;winter;Kazakh
276;Ivory Coast;1023341;summer;Tetum
277;St Kitts & Nevis;1703762;winter;Bislama
278;Senegal;1699532;spring;Croatian
279;Oman;1158113;summer;Czech
280;Brazil;1682376;fall;Hindi
281;Tanzania;27906;spring;Hebrew
282;Singapore;835815;summer;Azerbaijani
283;Singapore;370980;summer;Russian
284;Malaysia;1634105;summer;Somali
285;Nigeria;591570;fall;Chinese
286;Bangladesh;1186180;fall;Russian
287;Monaco;1436489;winter;Albanian
288;Mauritania;1965711;summer;Kirghiz
289;Myanmar, {Burma};453086;spring;French
290;South Africa;599540;summer;Malay
291;Jordan;1084422;spring;Danish
292;Afghanistan;1251917;fall;Uzbek
293;Lebanon;878426;summer;Slovak
294;Jamaica;128742;fall;Macedonian
295;Canada;1080433;winter;Kirundi
296;Gambia;682787;fall;Tswana
297;Solomon Islands;1601718;spring;Quechua
298;Comoros;1428729;winter;Bislama
299;Singapore;1122580;winter;Croatian
300;Haiti;1078532;winter;Slovak
301;Vanuatu;165925;summer;Icelandic
302;Macedonia;840699;winter;Japanese
303;Monaco;350852;spring;Afrikaans
304;Yemen;817552;fall;Italian
305;Fiji;1683268;fall;Polish
306;Palau;864015;fall;Kurdish
307;Bulgaria;589506;summer;Latin
308;Egypt;1557055;spring;Samoan
309;Luxembourg;483606;spring;Turkish
310;Korea North;235287;winter;Norwegian
311;Norway;50907;fall;Hungarian
312;Sudan;719757;fall;Luxembourgish
313;Jamaica;1015711;fall;Italian
314;Vatican City;1181167;spring;Filipino
315;Guinea-Bissau;1987538;summer;Guaran
316;Panama;1505534;fall;English
317;Cameroon;1689640;spring;Amharic
318;Ivory Coast;558494;summer;Kinyarwanda
319;Liechtenstein;852958;summer;Filipino
320;Bangladesh;1067265;winter;Slovene
321;Belgium;1826497;spring;Armenian
322;Greece;1341705;winter;Croatian
323;Norway;1854560;winter;Malay
324;St Kitts & Nevis;447780;fall;Vietnamese
325;Ghana;499101;spring;Quechua
326;France;353643;winter;Moldovan
327;Afghanistan;1044603;summer;Samoan
328;Lebanon;940345;fall;Estonian
329;Morocco;963371;summer;Thai
330;Syria;133781;fall;Bislama
331;Bangladesh;66647;spring;Tigrinya
332;Cyprus;359483;summer;Lithuanian
333;Congo;676760;winter;Kurdish
334;Bahrain;423778;winter;Maltese
335;Micronesia;1662965;summer;Finnish
336;Egypt;1657827;spring;Spanish
337;Bahrain;756943;summer;Swedish
338;Sao Tome & Principe;1082120;summer;Dzongkha
339;Uzbekistan;1038732;summer;Dhivehi
340;Ecuador;696571;fall;Lao
341;Kosovo;1111451;spring;Khmer
342;Niger;609269;winter;German
343;Oman;1228700;winter;Hindi
344;Fiji;89867;fall;Japanese
345;Thailand;382180;spring;Italian
346;Slovakia;475251;winter;Finnish
347;Albania;160845;fall;Japanese
348;Uruguay;167562;spring;Kirghiz
349;Belize;8099;summer;Tajik
350;Guyana;1889046;spring;Bengali
351;Nauru;674047;fall;Tetum
352;Tajikistan;1325878;winter;Tajik
353;Moldova;347799;spring;Hungarian
354;Finland;19647;fall;Indonesian
355;Senegal;147598;winter;Romanian
356;Thailand;913367;winter;Portuguese
357;Yemen;47409;winter;Malay
358;Australia;1169752;spring;Khmer
359;Samoa;81360;fall;Pashto
360;Sierra Leone;1347224;summer;Swahili
361;Grenada;708618;spring;Greek
362;Norway;223709;fall;Ukrainian
363;Sierra Leone;1944342;spring;Kurdish
364;Kyrgyzstan;1768241;fall;Luxembourgish
365;Grenada;41571;summer;Dari
366;Cape Verde;1987970;fall;Malagasy
367;Zimbabwe;1594023;summer;Polish
368;Botswana;1151237;summer;Dutch
369;Mauritius;1321478;fall;Nauruan
370;Lithuania;1820461;winter;Guaran
371;India;1516816;winter;Moldovan
372;Liechtenstein;187200;summer;Arabic
373;Kyrgyzstan;90966;summer;Dari
374;Egypt;1370158;winter;Somali
375;Malawi;551566;fall;Japanese
376;Finland;1282099;fall;Mongolian
377;Singapore;1483485;fall;Nepali
378;Sudan;1953614;spring;Italian
379;Canada;245878;summer;Thai
380;Tuvalu;914297;fall;Bislama
381;Indonesia;1865544;summer;Tongan
382;Sweden;1365376;spring;Turkmen
383;St Kitts & Nevis;167464;spring;Belarusian
384;Fiji;717058;summer;Uzbek
385;Pakistan;127782;fall;Tetum
386;Barbados;1406158;fall;Turkish
387;Ethiopia;1034814;fall;Kirundi
388;Finland;659790;spring;Norwegian
389;Solomon Islands;765532;summer;Nauruan
390;Colombia;896354;spring;Croatian
391;Mali;848501;summer;German
392;Andorra;704787;spring;Bengali
393;Georgia;1138173;spring;Lao
394;Ukraine;198389;winter;Tswana
395;St Kitts & Nevis;1566071;winter;Samoan
396;Gambia;325832;spring;Persian
397;St Lucia;1086446;winter;Kinyarwanda
398;Jordan;1318275;summer;Russian
399;Colombia;1683591;fall;Dutch
400;Denmark;1869969;spring;Nepali
401;Thailand;484352;winter;Kinyarwanda
402;Bosnia Herzegovina;1122776;fall;Thai
403;Gabon;1842916;spring;Bosnian
404;Bulgaria;158232;spring;Burmese
405;Kazakhstan;1303165;fall;Korean
406;Kenya;1227658;fall;Slovak
407;Iraq;1945073;summer;Irish
408;Sri Lanka;1550045;spring;Chichewa
409;Angola;98012;spring;Malagasy
410;Paraguay;1833356;summer;Tongan
411;Portugal;1610418;winter;Bosnian
412;Belize;995777;spring;Icelandic
413;Libya;513878;winter;Georgian
414;Taiwan;1266308;spring;Irish
415;Serbia;369188;winter;Indonesian
416;Zambia;1123421;winter;Finnish
417;Kyrgyzstan;1352270;winter;Georgian
418;Belize;751021;fall;Urdu
419;Nigeria;1842706;winter;Latvian
420;Suriname;806556;winter;Swazi
421;Azerbaijan;1450512;fall;Luxembourgish
422;Kiribati;105663;winter;Somali
423;St Lucia;1820162;summer;Bulgarian
424;Russian Federation;886020;spring;Turkish
425;Ukraine;325357;fall;Mongolian
426;Myanmar, {Burma};1550282;spring;Kazakh
427;Ethiopia;1963213;winter;Lao
428;Bolivia;1050221;fall;Malagasy
429;Cape Verde;440021;winter;Latvian
430;Nauru;410304;fall;Russian
431;Kyrgyzstan;630151;summer;Danish
432;South Africa;1197281;winter;Arabic
433;Bangladesh;976875;summer;Italian
434;Samoa;573712;spring;Vietnamese
435;Namibia;21863;winter;Finnish
436;Libya;1439244;spring;Romanian
437;Armenia;553644;winter;Tigrinya
438;Barbados;1675849;spring;Creole
439;India;1525287;fall;Italian
440;Zambia;1737185;summer;Chichewa
441;Latvia;1263010;spring;Croatian
442;Guyana;957539;spring;Russian
443;Saudi Arabia;175972;winter;Thai
444;Senegal;717165;summer;Nepali
445;Norway;1167931;summer;Armenian
446;Venezuela;340439;spring;Russian
447;Bhutan;55717;winter;Serbian
448;South Africa;159642;fall;Albanian
449;Singapore;788055;fall;Spanish
450;Mauritius;1193065;fall;Estonian
451;Bolivia;191890;fall;Kazakh
452;Georgia;1185626;winter;Georgian
453;Slovakia;786476;fall;Tigrinya
454;New Zealand;1433421;winter;Maltese
455;Bahrain;427878;summer;Norwegian
456;Togo;45323;fall;Nepali
457;Bangladesh;1360365;spring;Hebrew
458;Georgia;1131572;fall;Tajik
459;United Arab Emirates;89340;fall;Croatian
460;Israel;1528787;spring;Ukrainian
461;Austria;1635411;winter;Maltese
462;United States;1352877;summer;Quechua
463;Kuwait;1262957;spring;Kinyarwanda
464;Cyprus;1135553;winter;Hungarian
465;Namibia;1986992;spring;Creole
466;Grenada;372441;spring;Portuguese
467;Andorra;1565486;summer;Kazakh
468;Sudan;461982;winter;Dzongkha
469;Bolivia;1304787;spring;Lithuanian
470;Guyana;597545;summer;Albanian
471;Bolivia;978713;fall;Tigrinya
472;East Timor;117450;summer;Guaran
473;Benin;589125;winter;Moldovan
474;Burkina;1435205;fall;Uzbek
475;Sudan;1865419;summer;Croatian
476;Nauru;1847301;spring;Persian
477;Zambia;1545820;summer;Nauruan
478;Kiribati;1780194;fall;Romanian
479;Romania;513975;fall;Hebrew
480;Burkina;367331;fall;Romanian
481;Bosnia Herzegovina;1358972;spring;Burmese
482;Czech Republic;1982901;summer;Irish
483;Guinea;728414;spring;Bislama
484;Spain;1484862;fall;Romansh
485;Brunei;34280;spring;Dutch
486;Congo;226840;spring;Croatian
487;Slovenia;1237421;spring;Dutch
488;Cape Verde;1613268;fall;Nauruan
489;Burkina;308628;winter;Albanian
490;Paraguay;1841462;summer;Kazakh
491;Kiribati;95110;winter;Maltese
492;Bulgaria;1672435;winter;Dari
493;Japan;1920877;spring;Kirundi
494;Latvia;781702;spring;Moldovan
495;Nepal;1435405;fall;Tajik
496;Guyana;17290;winter;Dari
497;Iceland;543327;fall;Kirghiz
498;Azerbaijan;365711;spring;Mongolian
499;Uzbekistan;863044;winter;Tongan
500;Australia;1937584;winter;Turkmen
501;China;565888;spring;Swahili
502;Singapore;1438812;summer;Burmese
503;Andorra;1066146;fall;Kinyarwanda
504;Tonga;253300;spring;Moldovan
505;Senegal;400137;summer;Dzongkha
506;Ukraine;1970347;summer;Pashto
507;Equatorial Guinea;754396;spring;Japanese
508;Korea South;1319282;spring;Kinyarwanda
509;Greece;1712035;winter;Russian
510;Samoa;631647;summer;Danish
511;Poland;244357;fall;Sinhala
512;Sri Lanka;395980;summer;Azerbaijani
513;Bhutan;1598134;summer;Thai
514;Qatar;1940594;fall;Hindi
515;Malawi;187936;winter;Latin
516;Mauritius;1411888;winter;Macedonian
517;Liberia;117687;spring;Spanish
518;Greece;1719244;spring;Luxembourgish
519;Jordan;431839;winter;Swedish
520;Sao Tome & Principe;667696;summer;Persian
521;Ukraine;997028;spring;Czech
522;Dominican Republic;1262427;fall;Kazakh
523;China;1906749;summer;French
524;Congo;1083529;summer;Romansh
525;Germany;1744521;summer;Maltese
526;Venezuela;1305010;summer;Uzbek
527;United States;159616;spring;Uzbek
528;Slovenia;1071904;fall;Tswana
529;Marshall Islands;343685;fall;Spanish
530;Bosnia Herzegovina;1880221;spring;English
531;Gambia;844268;summer;Finnish
532;United Arab Emirates;1382594;winter;Burmese
533;Paraguay;1113778;winter;Chinese
534;Nauru;129435;spring;Croatian
535;Iraq;760103;spring;Portuguese
536;Lesotho;241492;winter;Danish
537;Ukraine;116911;fall;Bengali
538;El Salvador;622854;spring;Hebrew
539;Russian Federation;74552;spring;Arabic
540;Mauritania;1214257;winter;Hungarian
541;Bangladesh;173558;spring;Hindi
542;Namibia;1753704;summer;Guaran
543;Hungary;1057492;fall;Tongan
544;Bolivia;97695;fall;Pashto
545;Swaziland;508932;spring;Uzbek
546;Kosovo;135241;winter;Bislama
547;Iraq;364495;spring;French
548;Mongolia;694046;winter;Bislama
549;Portugal;14285;winter;Kirghiz
550;Paraguay;1622222;summer;Albanian
551;Bulgaria;1122722;winter;Pashto
552;Chad;1335236;fall;Romansh
553;Equatorial Guinea;1843324;winter;Tigrinya
554;Slovakia;853226;winter;Nauruan
555;China;1667422;spring;Latvian
556;Peru;240496;spring;Kurdish
557;Bangladesh;1066096;fall;Hebrew
558;Antigua & Deps;773147;winter;Slovene
559;Kazakhstan;151759;winter;Italian
560;Monaco;1082468;spring;Lithuanian
561;Israel;1020895;summer;Kirghiz
562;France;334014;fall;Chichewa
563;Macedonia;907804;winter;Dzongkha
564;Oman;1150590;summer;Swazi
565;Egypt;564231;spring;Dzongkha
566;Afghanistan;1487343;spring;Latin
567;Gabon;1153049;spring;Japanese
568;Guinea;503713;spring;Swahili
569;South Sudan;1497023;winter;Hebrew
570;Algeria;1781103;fall;Tajik
571;Tunisia;1228419;fall;Filipino
572;Palau;571964;fall;Danish
573;Norway;220635;fall;Tswana
574;Barbados;1175812;winter;Azerbaijani
575;Liberia;927519;summer;Lao
576;Estonia;388403;winter;Slovak
577;Vanuatu;557289;fall;Urdu
578;Zimbabwe;1191699;winter;Chichewa
579;Panama;418895;summer;Greek
580;Togo;1328435;summer;Tswana
581;Bulgaria;1457001;spring;Mongolian
582;Gabon;1064226;spring;Latin
583;Sri Lanka;668396;winter;Malagasy
584;Fiji;1225355;fall;Portuguese
585;Malta;417257;spring;Filipino
586;Russian Federation;1638571;winter;Italian
587;Kenya;912092;winter;Swazi
588;Cyprus;240714;fall;Swedish
589;Equatorial Guinea;1555252;summer;Afrikaans
590;Morocco;1257081;summer;Swedish
591;Iceland;416939;fall;Nepali
592;Vietnam;1746535;summer;Kazakh
593;Kyrgyzstan;1833461;summer;Latin
594;Zambia;684399;spring;Portuguese
595;Israel;1642510;spring;Tigrinya
596;Lesotho;471549;winter;Turkish
597;Micronesia;860364;spring;Tswana
598;Samoa;475637;summer;Finnish
599;Cyprus;1468193;summer;Indonesian
600;Rwanda;1201650;winter;Portuguese
601;Zimbabwe;1038657;fall;Afrikaans
602;Algeria;122316;fall;Nepali
603;Romania;1818589;summer;Kurdish
604;Malawi;1287482;spring;Dzongkha
605;St Lucia;1942531;fall;Norwegian
606;Kyrgyzstan;1158178;winter;Greek
607;Pakistan;1218503;fall;Czech
608;Iraq;1473540;winter;Icelandic
609;India;566774;spring;Guaran
610;Libya;306617;fall;Georgian
611;San Marino;247134;winter;Malay
612;Malta;81757;fall;Kinyarwanda
613;Seychelles;1212928;spring;Tigrinya
614;Ivory Coast;277645;summer;Persian
615;Equatorial Guinea;1765638;fall;Kinyarwanda
616;Maldives;349132;fall;Czech
617;United States;1979630;spring;Spanish
618;Sierra Leone;256203;summer;Dutch
619;Lithuania;687759;winter;Bulgarian
620;Italy;895108;spring;Swahili
621;Tajikistan;1337642;winter;Tigrinya
622;United States;1723255;spring;Chinese
623;Haiti;1237873;fall;Portuguese
624;Montenegro;1092545;winter;Armenian
625;Chad;1292281;spring;Irish
626;Seychelles;628121;summer;Polish
627;Netherlands;651275;summer;Amharic
628;Lesotho;1529572;fall;Arabic
629;Lebanon;453260;fall;Malay
630;Slovakia;1393935;summer;Hungarian
631;Tanzania;1720085;winter;Bosnian
632;Bulgaria;370314;summer;Turkish
633;Greece;1935269;winter;Norwegian
634;Marshall Islands;863832;winter;Irish
635;Kazakhstan;87349;summer;Serbian
636;Pakistan;565338;spring;Tigrinya
637;Turkmenistan;1832673;fall;Creole
638;Mali;752242;spring;Norwegian
639;Mauritius;1267924;spring;Hindi
640;St Lucia;1466291;spring;Lithuanian
641;Moldova;1233514;spring;Sinhala
642;Guyana;25124;spring;Catalan
643;Cameroon;504539;spring;Malagasy
644;Brunei;120462;winter;Khmer
645;Sudan;1350354;summer;Greek
646;Luxembourg;1863172;summer;Slovene
647;Venezuela;1272546;spring;Dhivehi
648;Bahamas;913806;winter;Arabic
649;India;703368;winter;Kinyarwanda
650;Nigeria;450633;winter;Belarusian
651;Spain;776951;fall;Aymara
652;South Sudan;1719331;spring;Hebrew
653;Romania;745334;fall;Bosnian
654;Slovakia;364838;summer;Bengali
655;Morocco;505063;winter;Luxembourgish
656;United Arab Emirates;1192680;summer;Amharic
657;Pakistan;1367985;spring;Latvian
658;Bahrain;286666;summer;Italian
659;Switzerland;238766;winter;Arabic
660;Australia;1167774;winter;Amharic
661;Iceland;361968;fall;Hungarian
662;Algeria;935009;spring;Guaran
663;Liberia;1268431;summer;Arabic
664;Bulgaria;1314289;spring;Tongan
665;Ghana;956263;summer;Tamil
666;Montenegro;1885532;spring;Polish
667;Malaysia;782153;summer;Romanian
668;Ecuador;828205;spring;Romanian
669;Monaco;241151;spring;Dzongkha
670;Haiti;179425;fall;Russian
671;Eritrea;920555;winter;Turkmen
672;Tajikistan;979514;fall;Turkish
673;Hungary;563057;summer;Creole
674;Mauritania;992510;winter;Arabic
675;Angola;1773368;spring;Swahili
676;Cambodia;1054519;spring;Dhivehi
677;El Salvador;45473;spring;Hindi
678;Oman;1068293;winter;Albanian
679;Bangladesh;1807564;spring;Portuguese
680;Bahamas;1214959;fall;Vietnamese
681;Mongolia;1925130;summer;Portuguese
682;Austria;74742;fall;Azerbaijani
683;Bhutan;1550673;fall;Estonian
684;Germany;1799743;spring;Dhivehi
685;Saudi Arabia;987163;summer;Luxembourgish
686;Suriname;541659;spring;Kazakh
687;Chile;1487876;spring;Pashto
688;Samoa;1738283;winter;Icelandic
689;Seychelles;238912;winter;Sinhala
690;Sweden;1963047;summer;Sinhala
691;Djibouti;1421591;winter;Slovene
692;Montenegro;599782;summer;Dzongkha
693;Nepal;1386310;winter;Mongolian
694;Botswana;1963893;summer;Thai
695;Myanmar, {Burma};1118601;spring;Kurdish
696;Angola;919390;summer;Kirundi
697;Bolivia;1687802;summer;Kurdish
698;Japan;789214;fall;Bulgarian
699;Cambodia;1112021;summer;Estonian
700;Malawi;1675903;summer;Pashto
701;Ireland {Republic};1760848;spring;Irish
702;Haiti;438880;fall;Italian
703;Maldives;19469;fall;Burmese
704;Monaco;106899;summer;Malagasy
705;Indonesia;462402;summer;Sinhala
706;Andorra;1232814;spring;Italian
707;Bangladesh;1774380;summer;Chinese
708;Laos;898670;spring;Somali
709;Cameroon;1671990;spring;Bengali
710;Libya;1838254;fall;Uzbek
711;Singapore;1506275;fall;Pashto
712;Suriname;149184;winter;Burmese
713;Nigeria;105805;winter;Sinhala
